,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
1,0.0163259965226837,0.0175340703121864,0.012728963880939,0.0130098003565215,0.00178903402352813,0.0153622354497633,0.00793330100971133,0.0124155633629786,0.00546061187218339,0.00266905032252105,0.0584191222791658,0.0728288943336596,0.0252427155000464,0.0131975670695201,0.0619655606261855,0.0268670002884395,0.0360320583229747,0.0272236964461923,0.0161826777679872
2,0.0147970135519898,0.0152858353318533,0.0110224348501783,0.00481523539082505,0.00667454787289504,0.0111701651033651,0.0050057923420666,0.0158872887403635,0.00552840979589482,0.0253267460139863,0.00460259637007149,0.00755925954599662,0.0111718928457474,0.00951415307218583,0.0217067825590924,0.00873756529354095,0.00349845057156069,0.0448985821147619,0.0158953218161278
3,0.0167693681960398,0.0170916068042308,0.0125473373238803,0.00854954485000284,0.00744057869313633,0.0196910602289955,0.0167914001389683,0.00936644194592209,0.00468949373286428,0.00408502459939867,0.0127571729199276,0.0136290738301146,0.049372857887088,0.0103542089174833,0.0562354257335362,0.0013629758020908,0.030109899451987,0.00356834428417977,0.0137658388168421
4,0.0151689776144413,0.0133304396627796,0.0120295997496798,0.0125648678744611,0.00402823671625666,0.0302947104947053,0.00881523400443078,0.0144116938183189,0.00883616622761354,0.00911817703657187,0.0344585051380037,0.00911462563679565,0.0248077412374326,0.0111449181721475,0.0132723780402301,0.00983067320369939,0.0069862916574931,0.00965214523104955,0.00756113624930055
5,0.0158887971107878,0.0144338929512516,0.0112194385987,0.021271925461335,0.0124781639244955,0.029647676131612,0.0137810457490568,0.00608625774883419,0.00310938708519743,0.00100168213578475,0.00320847543515644,0.000870351283055599,0.0199521362841929,0.0140649802405504,0.0140622039535608,0.00719821914902526,0.00673734621012875,0.0117972257188376,0.00673033170391648
6,0.0116449809120817,0.0138574172745326,0.0104631741305566,0.00516199844815836,0.0239306197156319,0.0239611595804551,0.0075300952035078,0.0330131480038268,0.00207597475015946,0.00103162016233621,0.0310945248751068,0.00195306675490589,0.033854464316982,0.0115074895233074,0.0110416749995993,0.019572672810116,0.00527117592363265,0.0177419719421597,0.0324927444188039
7,0.00752575804714663,0.0115323611416701,0.0104227651889069,0.00514861017442847,0.00116142143136406,0.0228400474827395,0.00538452411679496,0.0258801105765571,0.00490719396798023,0.0712885093611719,0.00725917536815752,0.00353962546155785,0.0154746655685097,0.0139365274895557,0.0351917027019027,0.00624618847829799,0.0163131019427825,0.0301525611719123,0.0135843132440707
8,0.0145401385399062,0.0217408860042259,0.0130590124518731,0.0115253316860773,0.00416303806914267,0.0068145138989202,0.0119807311174536,0.0168626587901607,0.00461384117562977,0.000413088258719492,0.00488022428366562,0.0105367696276402,0.00886372002663159,0.0515720736216406,0.0156663941589485,0.00524836417890078,0.0126359617106171,0.00702721898379884,0.00725260600410675
9,0.0107228324996763,0.0132213626518237,0.00965340276183828,0.00537506145602466,0.00210245787169351,0.0119098587452243,0.0112308763383901,0.0138473843934423,0.00355460224157458,0.00250703242485859,0.016059331940886,0.00889518372494222,0.00554015716575535,0.0135194037144238,0.00261424065016368,0.00968252475257247,0.0078265486381653,0.0151494073413901,0.00172587073895372
10,0.0129214425513699,0.0175489181925591,0.0102186354060867,0.00645270927130841,0.0186017180204102,0.0128097356038417,0.00608390789012654,0.0561131382884012,0.0292336601473004,0.0252211160364495,0.00666816422935613,0.0151323179956489,0.024768888557223,0.0101020736546811,0.0156093115046339,0.00620531484044908,0.0256849756225857,0.0117059585124728,0.0162727117907425
