,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
icApoCory1,0.00451483827942648,0.170570523507836,0.783817605868623,0.00209036345448483,0.00249449816605535,0.0290066688896299,0.00409103034344782,0.00242247415805268,0.000112704234744915,8.33611203734578e-05,1.63387795931977e-05,7.00233411137046e-06,0.000511170390130043,7.66922307435812e-05,2.33411137045682e-05,1.93397799266422e-05,1.80060020006669e-05,2.46748916305435e-05,9.93664554851617e-05
icCanRust1,0.200874,0.156089,0.444185,0.007719,0.0262263333333333,0.0594203333333333,0.0863853333333333,0.0171266666666667,0.000241666666666667,1.63333333333333e-05,4.03333333333333e-05,7.33333333333333e-05,0.00100666666666667,0.000357333333333333,0.000193,2.06666666666667e-05,2.03333333333333e-05,4.33333333333333e-06,3.33333333333333e-07
icCanRust1.icCanRust3,0.199253333333333,0.187724,0.426072,0.00566933333333333,0.0179703333333333,0.0638223333333333,0.085709,0.0124466666666667,0.000234,5.2e-05,5e-05,4.2e-05,0.000405666666666667,0.000356,0.000161333333333333,1.16666666666667e-05,4.33333333333333e-06,1.03333333333333e-05,5.66666666666667e-06
icCetAura1,0.00426648900732845,0.0595313124583611,0.903097934710193,0.00171985343104597,0.00357994670219853,0.0206952031978681,0.00565123251165889,0.00097601598934044,0.00016055962691539,4.33044636908728e-06,1.19920053297801e-05,2.19853431045969e-05,0.000163557628247835,4.99666888740839e-05,2.4983344437042e-05,1.33244503664224e-06,2.36508994003997e-05,1.56562291805463e-05,3.99733510992672e-06
icChrOric1,0.00558041958041958,0.529225441225441,0.0750609390609391,0.00674858474858475,0.0126490176490176,0.0169177489177489,0.121894438894439,0.0411431901431901,0.00056043956043956,1.23210123210123e-05,8.62470862470862e-05,7.15950715950716e-05,5.12820512820513e-05,0.189944388944389,2.2977022977023e-05,1.1988011988012e-05,7.99200799200799e-06,6.66000666000666e-06,4.32900432900433e-06
icCocSept1,0.003295,0.437687,0.327482333333333,0.00938233333333333,0.0123326666666667,0.0296163333333333,0.178559333333333,0.00115966666666667,0.000203,1.43333333333333e-05,1.06666666666667e-05,2.2e-05,7.23333333333333e-05,5.43333333333333e-05,1.66666666666667e-05,2.66666666666667e-06,1.36666666666667e-05,1.96666666666667e-05,5.6e-05
icCryMora2,0.00544296197464977,0.373952968645764,0.564558038692462,0.00126717811874583,0.00301967978652435,0.0192821881254169,0.0297481654436291,0.00188625750500334,0.000244496330887258,1.03402268178786e-05,0.000374916611074049,8.33889259506338e-06,6.53769179452969e-05,3.10206804536358e-05,3.96931287525017e-05,1.03402268178786e-05,7.00466977985324e-06,1.66777851901268e-06,4.93662441627752e-05
icElmAene2,0.00504536357571714,0.438164109406271,0.409735823882588,0.0042631754503002,0.00853002001334223,0.00900100066711141,0.122974316210807,0.00114709806537692,0.000309539693128752,2.13475650433622e-05,1.66777851901268e-05,8.23882588392261e-05,0.000112408272181454,0.000517344896597732,3.33555703802535e-06,1.23415610406938e-05,3.23549032688459e-05,3.06871247498332e-05,6.6711140760507e-07
icHalSede1,0.00305758988015979,0.785761984021305,0.142843209054594,0.0100655792276964,0.00488814913448735,0.0245798934753662,0.0259300932090546,0.00190945406125166,0.000199067909454061,6.99067909454061e-06,0.000200066577896138,0.000216045272969374,0.000112183754993342,5.59254327563249e-05,2.06391478029294e-05,4.49400798934754e-05,0,5.99201065246338e-06,0.00010219707057257
icHarAxyr1,0.0023020313020313,0.490001665001665,0.232529803529804,0.011995670995671,0.0147312687312687,0.0417868797868798,0.202900432900433,0.00294771894771895,9.55710955710956e-05,1.66500166500167e-05,0.00015950715950716,6.12720612720613e-05,9.35730935730936e-05,0.000184482184482184,4.82850482850483e-05,1.8981018981019e-05,9.99000999000999e-06,4.2957042957043e-05,7.32600732600733e-05
icLagHirt1,0.213917972657553,0.314958319439813,0.243150383461154,0.0012810936978993,0.0019403134378126,0.0145058352784261,0.207593197732578,0.0013944648216072,0.0002054018006002,0,1.80060020006669e-05,1.33377792597533e-05,0.000519839946648883,0.000129043014338113,0.000349449816605535,4.33477825941981e-06,3.33444481493831e-07,1.23374458152718e-05,6.33544514838279e-06
icLeiSpin1,0.0768289429809937,0.67536612204068,0.165278759586529,0.00108602867622541,0.00203534511503835,0.0725091697232411,0.00399266422140714,0.00159553184394798,0.000503834611537179,5.66855618539513e-06,2.3674558186062e-05,1.76725575191731e-05,0.000474824941647216,8.40280093364455e-05,9.16972324108036e-05,5.00166722240747e-05,1.33377792597533e-06,8.33611203734578e-06,4.63487829276425e-05
icLepMacu1,0.00557505003335557,0.225094062708472,0.585345230153436,0.0236591060707138,0.0536240827218145,0.0937204803202135,0.00355537024683122,0.00763942628418946,0.00114609739826551,1.60106737825217e-05,3.00200133422282e-05,3.3022014676451e-05,0.000447965310206805,4.00266844563042e-05,2.90193462308205e-05,2.76851234156104e-05,3.33555703802535e-06,1.16744496330887e-05,2.33488992661774e-06
icLocCapr1,0.00458050565535595,0.432843313373253,0.309243845642049,0.00467265469061876,0.0134417831004657,0.0662671324018629,0.139160345974717,0.0291087824351297,0.000203925482368596,0,0.000251497005988024,2.76114437791084e-05,9.91350632069195e-05,1.86294078509647e-05,5.65535595475715e-05,9.98003992015968e-07,3.32667997338656e-07,1.26413838988689e-05,1.03127079174983e-05
icLocCrat2,0.002974,0.526266666666667,0.214277666666667,0.00232,0.00535066666666667,0.100367,0.136971333333333,0.0104056666666667,0.000307333333333333,2.1e-05,0.000112333333333333,2.16666666666667e-05,6.16666666666667e-05,6.43333333333333e-05,0.000161,5.2e-05,6.83333333333333e-05,1.13333333333333e-05,0.000186
icMalBipu1,0.00487470843052316,0.341515161612796,0.520789403532156,0.00378007330889703,0.00687937354215262,0.0276511162945685,0.0175494835054982,0.0763505498167278,0.000172609130289903,2.0326557814062e-05,4.33188937020993e-05,2.56581139620127e-05,0.000179606797734089,9.03032322559147e-05,3.56547817394202e-05,3.33222259246918e-07,3.69876707764079e-05,1.66611129623459e-06,3.6654448517161e-06
icMelMelo1,0.00605001667222408,0.245763921307102,0.600329443147716,0.00337512504168056,0.00858419473157719,0.128820940313438,0.00392897632544181,0.00236312104034678,0.000199066355451817,2.33411137045682e-06,1.50050016672224e-05,3.06768922974325e-05,0.000362120706902301,4.36812270756919e-05,6.96898966322107e-05,3.13437812604201e-05,2.33411137045682e-06,1.70056685561854e-05,1.10036678892964e-05
icNebBrev1,0.0303515677118079,0.726850567044696,0.137500333555704,0.0036704469646431,0.00686691127418279,0.0909192795196798,0.00191194129419613,0.00129286190793863,0.000314209472981988,6.6711140760507e-07,1.16744496330887e-05,4.13609072715143e-05,2.93529019346231e-05,6.97131420947298e-05,1.46764509673115e-05,2.00133422281521e-05,3.8025350233489e-05,2.10140093395597e-05,7.53835890593729e-05
icNebSali1,0.0193197868087941,0.688489340439707,0.237098267821452,0.00219387075283145,0.00444536975349767,0.0442405063291139,0.00203930712858095,0.00118321119253831,0.000725516322451699,3.3311125916056e-06,1.69886742171885e-05,6.7288474350433e-05,1.46568954030646e-05,5.06329113924051e-05,6.99533644237175e-06,1.09926715522985e-05,4.4636908727515e-05,6.32911392405063e-06,4.29713524317122e-05
icOcyOlen1,0.00319306435478493,0.510527509169723,0.421171057019006,0.0297925975325108,0.0116008669556519,0.0110110036678893,0.0108032677559186,0.00104834944981661,0.000141713904634878,1.9673224408136e-05,0.000104368122707569,1.56718906302101e-05,0.000205735245081694,0.000218072690896966,2.60086695565188e-05,6.63554518172724e-05,1.70056685561854e-05,2.7675891963988e-05,1.00033344448149e-05
icOphArdo1,0.002626,0.414548333333333,0.449878,0.00326,0.00635333333333333,0.117065,0.002196,0.00374966666666667,0.000194,1.16666666666667e-05,2.03333333333333e-05,3.83333333333333e-05,2.33333333333333e-06,1.13333333333333e-05,2.06666666666667e-05,1.26666666666667e-05,4.33333333333333e-06,2e-06,6e-06
icPhiCogn1,0.00628442814271424,0.571957985995332,0.306793264421474,0.00345515171723908,0.00832877625875292,0.00428909636545515,0.0974951650550183,0.000976992330776926,8.83627875958653e-05,1.33377792597533e-06,0.000153051017005669,3.03434478159386e-05,1.56718906302101e-05,7.9026342114038e-05,1.46715571857286e-05,1.70056685561854e-05,5.00166722240747e-06,1.43381127042347e-05,3.33444481493831e-07
icPodAlpi1,0.00792089452603471,0.343225634178905,0.472741655540721,0.00644826435246996,0.0458851802403204,0.0762476635514019,0.0158975300400534,0.0309536048064085,0.000238985313751669,3.00400534045394e-06,2.20293724966622e-05,5.1068090787717e-05,0.000233978638184246,3.07076101468625e-05,3.70493991989319e-05,3.00400534045394e-06,2.0694259012016e-05,1.23497997329773e-05,2.67022696929239e-05
icPolCerv1,0.00563087695898633,0.363763587862621,0.413204068022674,0.00830643547849283,0.0182327442480827,0.0154934978326109,0.158714904968323,0.0159859953317773,0.000187395798599533,2.73424474824942e-05,0.000113371123707903,6.83561187062354e-05,4.96832277425809e-05,0.000202734244748249,6.00200066688896e-06,5.66855618539513e-06,1.33377792597533e-06,6.66888962987663e-07,5.3351117039013e-06
icPteMadi1,0.00651681651681652,0.427453546453546,0.377187146187146,0.00183183483183483,0.00216550116550117,0.170870795870796,0.00242790542790543,0.0107332667332667,0.000297369297369297,4.32900432900433e-06,2.4975024975025e-05,1.1988011988012e-05,0.000368298368298368,6.46020646020646e-05,1.66500166500167e-05,6.66000666000666e-07,1.66500166500167e-06,8.99100899100899e-06,1.36530136530137e-05
icPteMadi1.icPteMadi3,0.007071,0.441683333333333,0.364497333333333,0.001653,0.00200066666666667,0.168513333333333,0.00327366666666667,0.009979,0.000792333333333333,4.4e-05,2.4e-05,5.06666666666667e-05,0.000275333333333333,2.96666666666667e-05,9.2e-05,1.33333333333333e-06,3.33333333333333e-06,2.66666666666667e-06,1.33333333333333e-05
icPyrSerr1,0.188380206597801,0.208192935688104,0.45896901032989,0.00155948017327557,0.00288470509830057,0.00827824058647118,0.128585804731756,0.00187670776407864,0.000890036654448517,5.99800066644452e-06,1.79940019993336e-05,2.69910029990003e-05,0.000101966011329557,2.23258913695435e-05,3.89870043318894e-05,2.76574475174942e-05,3.46551149616794e-05,4.66511162945685e-06,0.00010163278907031
icRhaFulv1,0.250678773742086,0.170320226591136,0.400412529156948,0.0164735088303899,0.0482639120293236,0.0615074975008331,0.0460546484505165,0.00448550483172276,0.000674441852715761,6.66444518493835e-06,1.16627790736421e-05,3.13228923692103e-05,0.000400199933355548,0.000443852049316894,0.000201599466844385,1.66611129623459e-06,2.59913362212596e-05,4.66511162945685e-06,1.33288903698767e-06
icSilAtra2,0.00327415056628914,0.45793237841439,0.440046302465023,0.0019070619586942,0.00263524317121919,0.0800782811459027,0.0114210526315789,0.00165156562291805,5.66289140572951e-05,3.3311125916056e-07,0.000104596935376416,1.03264490339773e-05,0.000672218520986009,3.29780146568954e-05,1.36575616255829e-05,3.23117921385743e-05,5.66289140572951e-06,1.33244503664224e-05,0.000111925383077948
idAcrOrbc1,0.017812541694463,0.299183455637091,0.621322881921281,0.0113675783855904,0.0160266844563042,0.0293909272848566,0.00279786524349566,0.00139926617745163,0.000139092728485657,1.63442294863242e-05,2.00133422281521e-05,0.00021447631754503,0.000123082054703135,3.16877918612408e-05,1.00066711140761e-05,2.53502334889927e-05,1.4342895263509e-05,7.07138092061374e-05,3.3689126084056e-05
idBacElon1,0.00642385871376208,0.656687770743086,0.295692435854715,0.0050489836721093,0.00527157614128624,0.0151989336887704,0.0124595134955015,0.00238620459846718,0.000498167277574142,4.36521159613462e-05,4.53182272575808e-05,1.86604465178274e-05,0.000112295901366211,7.39753415528157e-05,5.33155614795068e-06,3.33222259246918e-07,1.36621126291236e-05,6.66444518493835e-06,1.26624458513829e-05
idBelPand1,0.00473865153538051,0.380153204272363,0.455029038718291,0.00131809078771696,0.00215754339118825,0.0267209612817089,0.023512349799733,0.105617156208278,0.000244325767690254,1.53538050734312e-05,0.00013150867823765,8.11081441922563e-05,5.40720961281709e-05,3.1041388518024e-05,8.8785046728972e-05,3.4045393858478e-05,1.0347129506008e-05,1.00133511348465e-05,5.24032042723632e-05
idBerChal2,0.00856618872957652,0.52215405135045,0.384325775258419,0.0017675891963988,0.00236978992997666,0.0708582860953651,0.00765255085028343,0.00160353451150383,0.000251750583527843,0,5.83527842614205e-05,4.16805601867289e-05,9.53651217072358e-05,4.33477825941981e-05,5.00166722240747e-06,3.10103367789263e-05,9.66988996332111e-06,0.000144714904968323,2.13404468156052e-05
idBibMarc1,0.00474491497165722,0.376116705568523,0.33286162054018,0.0033947982660887,0.005324108036012,0.263274758252751,0.00375491830610203,0.00996932310770257,0.000136712237412471,1.76725575191731e-05,2.03401133711237e-05,3.46782260753585e-05,8.03601200400133e-05,4.9349783261087e-05,3.00100033344448e-06,2.86762254084695e-05,2.63421140380127e-05,0.000105035011670557,5.66855618539513e-05
idBleFall4,0.00482333333333333,0.362090666666667,0.557088,0.00302033333333333,0.00466466666666667,0.0533216666666667,0.0129376666666667,0.00126133333333333,5.16666666666667e-05,5.33333333333333e-06,0.000107666666666667,3.53333333333333e-05,5.43333333333333e-05,0.000225,4.06666666666667e-05,0.000126,5.66666666666667e-06,7.86666666666667e-05,6.2e-05
idBomDisc1,0.0089353548817061,0.440651782739087,0.373298567144285,0.00176974341886038,0.00248550483172276,0.00382905698100633,0.0342822392535821,0.00377474175274908,0.13053982005998,3.33222259246918e-07,5.03165611462846e-05,2.29923358880373e-05,4.53182272575808e-05,0.000195268243918694,2.99900033322226e-06,7.26424525158281e-05,1.33288903698767e-05,2.06597800733089e-05,9.3302232589137e-06
idBomMajo1,0.00571518987341772,0.47499600266489,0.380562624916722,0.00409693537641572,0.00813690872751499,0.0062018654230513,0.0280069953364424,0.00820986009327115,0.0837734843437708,1.29913391072618e-05,6.06262491672219e-05,1.23251165889407e-05,0.000123584277148568,6.46235842771486e-05,4.33044636908727e-06,0,6.32911392405063e-06,7.99467021985343e-06,7.32844770153231e-06
idBraLaph1,0.00356733333333333,0.290794,0.616476,0.0102983333333333,0.027475,0.0442213333333333,0.004197,0.00193966666666667,0.000131333333333333,1.53333333333333e-05,2.73333333333333e-05,0.000129666666666667,9.76666666666667e-05,0.000485333333333333,1.1e-05,6.73333333333333e-05,3.33333333333333e-06,1.06666666666667e-05,5.23333333333333e-05
idCalVomi1,0.00333477825941981,0.581088362787596,0.296538512837613,0.00212804268089363,0.00285495165055018,0.106881293764588,0.00341580526842281,0.00272324108036012,0.000642547515838613,1.33377792597533e-06,3.66788929643214e-05,2.03401133711237e-05,9.26975658552851e-05,3.20106702234078e-05,3.10103367789263e-05,3.06768922974325e-05,3.53451150383461e-05,5.06835611870624e-05,6.16872290763588e-05
idCheImpr3,0.00469043652115961,0.456946017994002,0.486539486837721,0.00563545484838387,0.00782339220259913,0.0287224258580473,0.00714328557147617,0.00201732755748084,0.000116294568477174,0,4.16527824058647e-05,3.49883372209264e-05,4.23192269243585e-05,0.000156614461846051,1.76607797400866e-05,1.43285571476175e-05,3.16561146284572e-05,2.4325224925025e-05,2.33255581472842e-06
idChePaga1,0.00531610536845615,0.517949316438813,0.422243081027009,0.00922540846948983,0.0101390463487829,0.024623874624875,0.00796465488496165,0.00171723907969323,0.00027242414138046,6.33544514838279e-06,5.86862287429143e-05,6.90230076692231e-05,4.60153384461487e-05,0.000230743581193731,1.66722240746916e-05,2.50083361120373e-05,1.90063354451484e-05,1.40046682227409e-05,6.33544514838279e-05
idCheUrba1,0.00529933333333333,0.524124666666667,0.431836666666667,0.004636,0.00607333333333333,0.0205243333333333,0.001015,0.00585266666666667,0.000217333333333333,1.53333333333333e-05,1.93333333333333e-05,6e-05,3e-05,0.000253333333333333,1.33333333333333e-06,1.5e-05,1.83333333333333e-05,5e-06,3e-06
idCheVern2,0.00724691358024691,0.507592258925592,0.413628628628629,0.00585752419085752,0.0126156156156156,0.0399863196529863,0.00184184184184184,0.0107897897897898,9.47614280947614e-05,4.67133800467134e-06,2.8028028028028e-05,7.37404070737404e-05,3.13646980313647e-05,8.47514180847514e-05,7.34067400734067e-06,2.43576910243577e-05,5.57223890557224e-05,2.46913580246914e-05,1.16783450116783e-05
idCheVulp2,0.00409960026648901,0.452176882078614,0.504912391738841,0.00215189873417722,0.00369753497668221,0.0281942038640906,0.00148500999333777,0.00264223850766156,0.000204530313124584,3.3311125916056e-07,4.66355762824783e-06,3.76415722851432e-05,7.62824783477681e-05,9.72684876748834e-05,1.46568954030646e-05,4.93004663557628e-05,6.66222518321119e-07,9.92671552298468e-05,5.56295802798135e-05
idChrBici1,0.00503035356904603,0.365347231487658,0.580797198132088,0.0042898599066044,0.00767711807871915,0.0218145430286858,0.0118989326217478,0.00240126751167445,0.00024082721814543,3.33555703802535e-06,7.87191460973983e-05,2.50166777851901e-05,0.000107404936624416,0.00018679119412942,4.06937958639093e-05,2.50166777851901e-05,8.33889259506338e-06,1.56771180787191e-05,1.16744496330887e-05
idCisGlob1,0.00774391463821274,0.594698899633211,0.370022007335779,0.00205335111703901,0.00294198066022007,0.0055191730576859,0.0145511837279093,0.00136012004001334,0.000656552184061354,6.00200066688896e-06,0.000165055018339446,6.1353784594865e-05,9.33644548182728e-06,7.10236745581861e-05,3.53451150383461e-05,4.03467822607536e-05,1.53384461487162e-05,2.40080026675559e-05,2.50083361120373e-05
idCluTigr1,0.00313424383744171,0.341415056628914,0.494603930712858,0.0053707528314457,0.00452998001332445,0.134370419720187,0.000658894070619587,0.0149950033311126,0.000437375083277815,8.32778147901399e-06,6.99533644237175e-06,1.9653564290473e-05,3.23117921385743e-05,3.36442371752165e-05,8.89407061958694e-05,1.6655562958028e-06,0.000144903397734843,5.52964690206529e-05,9.26049300466356e-05
idCoePili4,0.039811,0.325909666666667,0.349627333333333,0.014603,0.008986,0.251386666666667,0.005074,0.00305333333333333,0.000369,5.33333333333333e-06,1.06666666666667e-05,8.46666666666667e-05,0.000138333333333333,0.000189,2.33333333333333e-06,0.000166,5.86666666666667e-05,0.000284,0.000241
idCorMarg1,0.00762724850099933,0.668668221185876,0.249718520986009,0.00124083944037308,0.00169786808794137,0.05704763491006,0.00498334443704197,0.00838107928047968,0.000365089940039973,2.26515656229181e-05,2.36508994003997e-05,1.23251165889407e-05,3.66422385076616e-05,6.92871419053964e-05,6.66222518321119e-06,4.99666888740839e-05,1.09926715522985e-05,1.93204530313125e-05,1.86542305129913e-05
idCriBerb1,0.00417960679773409,0.407794735088304,0.529497167610796,0.00603465511496168,0.0106407864045318,0.0256287904031989,0.01095134955015,0.00312495834721759,0.000370209930023326,0,2.89903365544818e-05,2.56581139620127e-05,3.79873375541486e-05,0.00155948017327557,2.89903365544818e-05,5.29823392202599e-05,3.33222259246918e-07,1.29956681106298e-05,3.03232255914695e-05
idDasAlbo1,0.00675583722481654,0.61218512341561,0.351415610406938,0.00443328885923949,0.00519312875250167,0.0158265510340227,0.00133422281521014,0.00135823882588392,0.000178452301534356,6.6711140760507e-06,4.00266844563042e-05,0.000849899933288859,1.70113408939293e-05,0.00024216144096064,3.60240160106738e-05,3.60240160106738e-05,5.00333555703803e-06,4.3028685790527e-05,4.36957971981321e-05
idEpiBalt1,0.00698366666666667,0.611483333333333,0.347895333333333,0.00505566666666667,0.00484333333333333,0.0128593333333333,0.00888766666666667,0.001311,0.000362666666666667,3.33333333333333e-06,3.9e-05,1.76666666666667e-05,8.3e-05,8.06666666666667e-05,1e-06,3e-06,5.2e-05,3.53333333333333e-05,3e-06
idEpiEuco1,0.00682566666666667,0.565296,0.390376,0.004639,0.00734966666666667,0.00740366666666667,0.0153133333333333,0.00200966666666667,0.000295333333333333,9e-06,7.6e-05,4.96666666666667e-05,5.93333333333333e-05,0.000173,3.33333333333333e-07,5.13333333333333e-05,3.03333333333333e-05,2.33333333333333e-06,4.03333333333333e-05
idEpiGros1,0.00555266666666667,0.597742333333333,0.374402333333333,0.003637,0.005263,0.00838933333333333,0.00225633333333333,0.001485,0.000704333333333333,3e-06,6.33333333333333e-06,0.000128333333333333,5.5e-05,0.000221666666666667,1.66666666666667e-06,5.16666666666667e-05,3.33333333333333e-07,6.6e-05,3.36666666666667e-05
idEpiSucc1,0.0124262349799733,0.227845126835781,0.707452937249666,0.00276468624833111,0.00431842456608812,0.0407523364485981,0.00144459279038718,0.00244626168224299,0.000138851802403204,1.10146862483311e-05,7.67690253671562e-06,0.000126502002670227,5.00667556742323e-05,6.24165554072096e-05,1.36849132176235e-05,7.44325767690254e-05,5.54072096128171e-05,9.01201602136182e-06,3.33778371161549e-07
idEriArbu1,0.00818006002000667,0.366011670556852,0.488488496165388,0.00229976658886295,0.00354984994998333,0.111828276092031,0.0177545848616205,0.00126208736245415,0.000190063354451484,6.66888962987663e-07,5.80193397799266e-05,7.56918972990997e-05,9.56985661887296e-05,5.3351117039013e-05,5.00166722240747e-06,5.3351117039013e-05,6.66888962987663e-06,5.43514504834945e-05,3.23441147049016e-05
idEriPert2,0.00425458180606465,0.274944018660447,0.519248917027657,0.00241886037987338,0.00330123292235921,0.172858713762079,0.0202572475841386,0.00186004665111629,0.000271909363545485,0,7.93068977007664e-05,1.26624458513829e-05,0.000294235254915028,5.93135621459513e-05,1.79940019993336e-05,2.46584471842719e-05,6.99766744418527e-06,1.76607797400866e-05,7.16427857380873e-05
idEriSepu1,0.00745418193935355,0.404813062312562,0.489091302899034,0.00487437520826391,0.00550249916694435,0.0673318893702099,0.0183475508163945,0.00154081972675775,0.000167277574141953,2.39920026657781e-05,3.86537820726425e-05,0.000147617460846385,6.09796734421859e-05,0.000442852382539154,3.66544485171609e-06,3.33222259246918e-07,1.83272242585805e-05,8.13062312562479e-05,5.93135621459513e-05
idEriTena2,0.00404631789403532,0.378641119626791,0.440173608797068,0.00302599133622126,0.00518660446517827,0.16140686437854,0.00562945684771743,0.00146117960679773,0.000192935688103965,0,6.09796734421859e-05,2.4325224925025e-05,2.73242252582473e-05,7.93068977007664e-05,8.66377874041986e-06,1.09963345551483e-05,7.33088970343219e-06,4.33188937020993e-06,1.26624458513829e-05
idEupCoro1,0.00580773075641453,0.535623125624792,0.400747417527491,0.0067024325224925,0.00603398867044319,0.0234678440519827,0.0193588803732089,0.00146217927357547,0.000393202265911363,9.99666777740753e-07,5.16494501832722e-05,5.16494501832722e-05,7.63078973675442e-05,0.000157614128623792,6.66444518493835e-07,9.3302232589137e-06,2.36587804065312e-05,5.6647784071976e-06,2.56581139620127e-05
idEupLati1,0.00605066666666667,0.456893666666667,0.501010333333333,0.00395633333333333,0.006117,0.0132433333333333,0.00763333333333333,0.00447,0.000220666666666667,1.33333333333333e-06,7.56666666666667e-05,0.000124,4.6e-05,1e-04,1.1e-05,2.1e-05,1.53333333333333e-05,3.66666666666667e-06,6.66666666666667e-06
idGymRotn1,0.00475491175491176,0.514969696969697,0.45238295038295,0.00215318015318015,0.00278221778221778,0.0103246753246753,0.0105544455544456,0.00129170829170829,0.000325341325341325,1.53180153180153e-05,0.000114219114219114,7.85880785880786e-05,4.56210456210456e-05,8.82450882450882e-05,1.8981018981019e-05,9.99000999000999e-07,9.99000999000999e-07,6.36030636030636e-05,3.42990342990343e-05
idLeuLate1,0.00854284761587196,0.497119039679893,0.471792597532511,0.00514504834944982,0.00367322440813605,0.00905535178392798,0.00187129043014338,0.000983327775925308,0.000315438479493164,2.7675891963988e-05,9.33644548182728e-06,0.000105368456152051,5.60186728909636e-05,0.00121240413471157,4.00133377792598e-06,2.40080026675559e-05,3.26775591863955e-05,3.66788929643214e-06,2.66755585195065e-05
idLypDubi1,0.00481866666666667,0.481925,0.481825333333333,0.00126333333333333,0.00150666666666667,0.023929,0.000825,0.003214,0.000124,1e-06,5e-05,4.36666666666667e-05,4.9e-05,2.16666666666667e-05,0.000146666666666667,0.000121,7.93333333333333e-05,4.4e-05,1.26666666666667e-05
idMacAtri3,0.0304028009336445,0.354969656552184,0.596759586528843,0.00132010670223408,0.00213404468156052,0.00972357452484161,0.00109603201067022,0.00252517505835278,0.000749916638879626,1.53384461487162e-05,5.66855618539513e-06,6.66888962987663e-05,6.60220073357786e-05,2.43414471490497e-05,2.63421140380127e-05,6.33544514838279e-06,6.73557852617539e-05,2.66755585195065e-06,3.83461153717906e-05
idMelAuri2,0.00689540306462358,0.558865423051299,0.389080946035976,0.00709693537641572,0.00723184543637575,0.0194863424383744,0.00912491672218521,0.00144037308461026,0.000189207195203198,1.83211192538308e-05,2.69820119920053e-05,7.39506995336442e-05,1.29913391072618e-05,0.000268820786142572,1.23251165889407e-05,8.02798134576949e-05,2.59826782145237e-05,3.66422385076616e-05,3.23117921385743e-05
idMelMell2,0.0119187208527648,0.582608261159227,0.356908061292472,0.00371419053964024,0.00452498334443704,0.0359487008660893,0.0018597601598934,0.00168421052631579,0.000128247834776815,5.66289140572951e-06,1.36575616255829e-05,0.000181878747501666,3.46435709526982e-05,0.000319120586275816,9.99333777481679e-06,1.33244503664224e-06,5.39640239840107e-05,1.6655562958028e-06,8.29447035309793e-05
idMyaFlor2,0.00615038346115372,0.288989329776592,0.548564188062688,0.00556185395131711,0.00992164054684895,0.119729576525509,0.0186072024008003,0.00195031677225742,0.000128042680893631,0,6.33544514838279e-05,0.000122374124708236,9.00300100033344e-05,4.9349783261087e-05,1.86728909636546e-05,4.33477825941981e-06,6.66888962987663e-07,4.00133377792598e-06,4.46815605201734e-05
idMyoTess1,0.00542057942057942,0.324032301032301,0.620946053946054,0.00113320013320013,0.00109324009324009,0.0385644355644356,0.00546486846486847,0.000995337995337995,0.00132434232434232,3.33000333000333e-06,3.46320346320346e-05,2.53080253080253e-05,1.998001998002e-05,1.36530136530137e-05,0.000155511155511156,1.998001998002e-06,0.000164169164169164,5.79420579420579e-05,0.000549117549117549
idNemNigr1,0.0106910785619174,0.365784287616511,0.568517643142477,0.00196537949400799,0.00359054593874834,0.0394806924101198,0.00164380825565912,0.00789147802929427,9.42077230359521e-05,3.46205059920107e-05,1.19840213049268e-05,7.88948069241012e-05,7.15712383488682e-05,5.22636484687084e-05,2.79627163781624e-05,1.99733688415446e-06,3.3288948069241e-06,5.99201065246338e-06,5.22636484687084e-05
idNeoCyan1,0.00612487512487513,0.424759573759574,0.542612054612055,0.00106859806859807,0.00153379953379953,0.0176536796536797,0.00222144522144522,0.00343389943389943,0.000156510156510157,2.997002997003e-06,4.46220446220446e-05,4.32900432900433e-05,5.1948051948052e-05,4.2957042957043e-05,1.86480186480186e-05,0.000182817182817183,3.42990342990343e-05,3.66300366300366e-06,1.03230103230103e-05
idNeoInte1,0.00602430093209055,0.550135818908122,0.414681424766977,0.00221737683089214,0.00296637816245007,0.0141574567243675,0.00450233022636485,0.00134786950732357,0.000213715046604527,5.99201065246338e-06,8.28894806924101e-05,8.38881491344873e-05,6.79094540612517e-05,0.00331957390146471,2.26364846870839e-05,7.98934753661784e-05,1.76431424766977e-05,7.02396804260985e-05,2.66311584553928e-06
idNepAppe1,0.00907602534178059,0.394832944314772,0.455476492164055,0.0038162720906969,0.00805868622874291,0.121066355451817,0.00222774258086029,0.00438279426475492,0.000436478826275425,1.90063354451484e-05,2.33411137045682e-06,3.66788929643214e-05,0.00044214738246082,5.66855618539513e-05,3.10103367789263e-05,3.33444481493831e-07,3.00100033344448e-06,3.00100033344448e-05,5.00166722240747e-06
idNepFlae1,0.00780506497834055,0.310763078973675,0.507841052982339,0.00322592469176941,0.00609696767744085,0.15627890703099,0.0031129623458847,0.00412729090303232,0.000290236587804065,9.99666777740753e-06,2.93235588137288e-05,3.59880039986671e-05,0.000269910029990003,6.13128957014328e-05,3.09896701099633e-05,3.33222259246918e-07,1.33288903698767e-05,4.66511162945685e-06,2.66577807397534e-06
