,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
drEroMari8,0.0134516666666667,0.0861153333333333,0.146619666666667,0.00407366666666667,0.011373,0.00473866666666667,0.0410943333333333,0.00276433333333333,0.00139,1.2e-05,0.688092,5.9e-05,9.26666666666667e-05,6.86666666666667e-05,4e-06,5e-06,8e-06,1.9e-05,1.9e-05
drFilUlma1,0.00736302969636303,0.242884551217885,0.373586920253587,0.012697030363697,0.327025692359026,0.0260463797130464,0.00114014014014014,0.00875842509175843,7.34067400734067e-05,0,2.06873540206874e-05,5.33867200533867e-05,6.07273940607274e-05,3.87053720387054e-05,2.33566900233567e-06,9.00900900900901e-06,4.03737070403737e-05,5.33867200533867e-06,0.000193860527193861
drGeuUrba1,0.00280998336106489,0.118447587354409,0.192505823627288,0.0061910149750416,0.605136772046589,0.00868419301164725,0.00529883527454243,0.0601956738768719,0.000193344425956739,1.66389351081531e-06,1.23128119800333e-05,6.02329450915141e-05,0.000332113144758735,3.06156405990017e-05,1.79700499168053e-05,1.49750415973378e-05,3.49417637271215e-05,1.89683860232945e-05,1.29783693843594e-05
drHedHeli1,0.0047501667778519,0.195743495663776,0.288702468312208,0.00848432288192128,0.400723815877251,0.0154773182121414,0.00183488992661775,0.0836757838559039,0.000320213475650434,1.20080053368913e-05,2.83522348232155e-05,4.60306871247498e-05,3.60240160106738e-05,8.93929286190794e-05,1.10073382254837e-05,2.90193462308205e-05,3.00200133422282e-06,3.16877918612408e-05,1.00066711140761e-06
drIleAqui2,0.00315656229180546,0.135660892738175,0.279040639573618,0.0085616255829447,0.466241838774151,0.0389240506329114,0.00232978014656895,0.0656592271818787,0.000194536975349767,0,2.93137908061292e-05,2.89806795469687e-05,8.06129247168554e-05,5.19653564290473e-05,1.86542305129913e-05,9.99333777481679e-06,2.33177881412392e-06,2.33177881412392e-06,6.66222518321119e-06
drMalDome5,0.00283216549883217,0.126818151484818,0.234377711044378,0.00545979312645979,0.61942976309643,0.00401768435101768,0.0052288955622289,0.0012308975642309,0.000255588922255589,5.67233900567234e-06,7.30730730730731e-05,7.14047380714047e-05,9.50950950950951e-05,2.96963630296964e-05,2.13546880213547e-05,1.16783450116783e-05,0,3.33667000333667e-07,4.1041041041041e-05
drMalDome10,0.00283727909303101,0.125164054684895,0.232865288429476,0.00592264088029343,0.622481827275759,0.00356318772924308,0.00553217739246416,0.00108402800933645,0.000100033344448149,6.00200066688896e-06,4.80160053351117e-05,5.46848949649883e-05,0.000137045681893965,7.73591197065689e-05,1.50050016672224e-05,1.33377792597533e-05,1.00033344448149e-06,2.66755585195065e-06,9.43647882627543e-05
drMalDome11,0.00311162945684772,0.124546817727424,0.238589136954349,0.00511396201266245,0.618045651449517,0.00380639786737754,0.00514161946017994,0.00109463512162612,0.000238253915361546,1.5994668443852e-05,5.86471176274575e-05,3.39886704431856e-05,8.36387870709763e-05,4.13195601466178e-05,1.99933355548151e-06,1.93268910363212e-05,2.49916694435188e-05,8.33055648117294e-06,2.36587804065312e-05
drMalRobu1,0.00243414471490497,0.158702567522507,0.251105035011671,0.00598066022007336,0.573680226742247,0.00315471823941314,0.00315838612870957,0.00128042680893631,0.000274758252750917,3.33444481493831e-07,7.56918972990997e-05,2.66755585195065e-05,2.1673891297099e-05,3.53451150383461e-05,1.36712237412471e-05,2.66755585195065e-06,2.33411137045682e-06,3.56785595198399e-05,1.50050016672224e-05
drMalSylv7,0.00250683105631456,0.131970676441186,0.229958347217594,0.0044701766077974,0.620656781072976,0.00381406197934022,0.00446251249583472,0.00169710096634455,0.00022059313562146,1.1996001332889e-05,6.23125624791736e-05,1.83272242585805e-05,6.59780073308897e-05,4.23192269243585e-05,2.79906697767411e-05,1.66611129623459e-06,0,3.33222259246918e-07,1.1996001332889e-05
drMedArab1,0.213595865288429,0.496361453817939,0.0811117039013004,0.0146678892964321,0.16189063021007,0.00211970656885629,0.00499699899966656,0.000715238412804268,0.000269423141047016,1.53384461487162e-05,0.000206735578526175,3.26775591863955e-05,0.00176292097365789,4.43481160386796e-05,5.9353117705902e-05,7.66922307435812e-06,3.46782260753585e-05,6.33544514838279e-06,0.0221010336778926
drMedLupu1,0.195133577614923,0.194431712191872,0.175682211858761,0.0663204530313125,0.350703197868088,0.010684543637575,0.0035962691538974,0.00213024650233178,3.49766822118588e-05,1.59893404397069e-05,1.6655562958028e-05,6.7288474350433e-05,0.000902065289806795,1.73217854763491e-05,5.49633577614923e-05,0.000108927381745503,1.53231179213857e-05,1.76548967355097e-05,6.66222518321119e-05
drParJuda1,0.00627524158613795,0.368617460846385,0.236325558147284,0.0626711096301233,0.313299900033322,0.00253315561479507,0.00122059313562146,0.00831356214595135,8.93035654781739e-05,9.99666777740753e-06,8.99700099966678e-06,3.03232255914695e-05,0.000494835054981673,4.09863378873709e-05,2.76574475174942e-05,2.29923358880373e-05,8.33055648117294e-06,3.33222259246918e-07,9.66344551816061e-06
drPotAnse1,0.00311033333333333,0.244986333333333,0.307232333333333,0.00311633333333333,0.413819666666667,0.0162466666666667,0.00317333333333333,0.00761166666666667,0.000200333333333333,2e-06,3.96666666666667e-05,2.9e-05,0.000216666666666667,4.2e-05,3.6e-05,1.63333333333333e-05,5.93333333333333e-05,1.06666666666667e-05,5.13333333333333e-05
drPotSter1,0.00514052614052614,0.104295704295704,0.28032634032634,0.00419214119214119,0.479593406593407,0.119483516483516,0.00281451881451881,0.00357375957375957,9.45720945720946e-05,5.66100566100566e-06,2.13120213120213e-05,4.56210456210456e-05,9.52380952380952e-05,0.000194139194139194,1.13220113220113e-05,5.59440559440559e-05,1.03230103230103e-05,3.996003996004e-06,4.1958041958042e-05
drPruPadu1,0.00380113446780113,0.255141808475142,0.250711044377711,0.11910977644311,0.355291624958292,0.0105695695695696,0.00237737737737738,0.00230063396730063,0.000406072739406073,1.4014014014014e-05,1.1011011011011e-05,2.76943610276944e-05,3.33667000333667e-05,0.000127794461127794,2.53586920253587e-05,3.33667000333667e-07,6.67334000667334e-07,2.83616950283617e-05,2.23556890223557e-05
drPyrComm1,0.00378192730910303,0.143497499166389,0.315834278092698,0.0385755251750584,0.49310703567856,0.00222107369123041,0.00193097699233078,0.000635878626208736,0.000160386795598533,4.00133377792598e-06,4.96832277425809e-05,6.46882294098033e-05,1.43381127042347e-05,8.66955651883961e-06,3.33444481493831e-07,4.30143381127042e-05,5.00166722240747e-06,4.56818939646549e-05,2.00066688896299e-05
drTriFrag1,0.00226266666666667,0.209104,0.257649666666667,0.0208793333333333,0.478327666666667,0.0210863333333333,0.00167266666666667,0.00844533333333333,0.000147666666666667,1.6e-05,3.33333333333333e-07,4.86666666666667e-05,0.000121666666666667,6.26666666666667e-05,6e-06,0.000102,6.66666666666667e-07,6.4e-05,2.66666666666667e-06
drTriSubt1,0.341617078052035,0.285752501667778,0.180573048699133,0.0667488325550367,0.109036691127418,0.0043809206137425,0.00622581721147432,0.00177218145430287,0.000481654436290861,9.23949299533022e-05,2.73515677118079e-05,0.00161707805203469,0.0014336224149433,1.46764509673115e-05,5.40360240160107e-05,0.000116410940627085,2.8685790527018e-05,2.26817878585724e-05,4.33622414943296e-06
drUmbRupe1,0.208848333333333,0.261878666666667,0.363738333333333,0.103616,0.054676,0.003596,0.00173233333333333,0.00128366666666667,0.000249,2.66666666666667e-05,1.83333333333333e-05,1e-05,2.43333333333333e-05,2e-04,1.93333333333333e-05,4.33333333333333e-06,4.26666666666667e-05,3.33333333333333e-07,3.56666666666667e-05
drUrtUren1,0.00645530353569046,0.342849232821881,0.28841494329553,0.0033945963975984,0.342695797198132,0.00248932621747832,0.00325083388925951,0.00917478318879253,0.000984322881921281,0,9.00600400266845e-06,2.30153435623749e-05,7.104736490994e-05,9.67311541027351e-05,4.10273515677118e-05,1.13408939292862e-05,1.66777851901268e-06,2.93529019346231e-05,7.67178118745831e-06
eaLuiSars1,0.010741494329553,0.558100400266845,0.2131754503002,0.175104736490994,0.0221217478318879,0.00372248165443629,0.013503335557038,0.00148198799199466,0.000218812541694463,4.33622414943296e-06,0.000126417611741161,9.00600400266845e-05,0.00139359573048699,0.000134422948632422,4.83655770513676e-05,9.33955970647098e-06,6.6711140760507e-07,2.13475650433622e-05,1.00066711140761e-06
eaMarGlac1,0.0128170609796734,0.538280573142286,0.162850383205598,0.213894368543819,0.0649393535488171,0.00307797400866378,0.00280173275574808,0.000808730423192269,0.000248250583138954,5.33155614795068e-06,3.19893368877041e-05,4.23192269243585e-05,4.16527824058647e-05,6.0646451182939e-05,3.46551149616794e-05,2.99900033322226e-05,2.33255581472842e-06,1.09963345551483e-05,2.16594468510496e-05
ecAntBifi1,0.0134951682772409,0.422213928690437,0.30508863712096,0.0585758080639787,0.16760613128957,0.0116384538487171,0.00712229256914362,0.00455581472842386,0.000358213928690437,3.33222259246918e-06,1.26624458513829e-05,6.13128957014329e-05,0.00905531489503499,7.09763412195935e-05,6.33122292569144e-05,2.09930023325558e-05,4.0653115628124e-05,3.66544485171609e-06,1.33288903698767e-05
fAbrBra2,0.00335090060040027,0.479994996664443,0.092211140760507,0.351271847898599,0.0264636424282855,0.00306437625083389,0.00115243495663776,0.0415553702468312,0.00047231487658439,3.33555703802535e-07,2.10140093395597e-05,0.00024216144096064,4.00266844563042e-05,8.87258172114743e-05,1.90126751167445e-05,2.40160106737825e-05,1.63442294863242e-05,1.06737825216811e-05,6.6711140760507e-07
fAciRut3,0.00234688437187604,0.29508397200933,0.146337220926358,0.409198600466511,0.0595941352882373,0.0688423858713762,0.0025191602799067,0.0156184605131623,0.000180273242252582,9.33022325891369e-06,2.16594468510496e-05,6.53115628123959e-05,1.33288903698767e-05,6.33122292569144e-06,6.13128957014329e-05,2.63245584805065e-05,4.23192269243585e-05,2.99900033322226e-06,2.99900033322226e-05
fBarBab1,0.013892630876959,0.431639879959987,0.11634144714905,0.3431873957986,0.0113864621540513,0.0234331443814605,0.000666888962987663,0.0591490496832277,0.000146048682894298,2.33411137045682e-06,1.33377792597533e-06,2.50083361120373e-05,3.70123374458153e-05,2.70090030010003e-05,4.66822274091364e-06,2.7675891963988e-05,1.00033344448149e-06,2.66755585195065e-06,2.83427809269757e-05
fBarBar1,0.0098025308025308,0.601051282051282,0.129974025974026,0.251583083583084,0.0028011988011988,0.00201332001332001,0.00107159507159507,0.000656343656343656,6.39360639360639e-05,6.99300699300699e-06,3.1968031968032e-05,7.32600732600733e-06,4.56210456210456e-05,0.000433233433233433,3.03030303030303e-05,0.000262737262737263,7.99200799200799e-06,5.96070596070596e-05,9.69030969030969e-05
fBleOce1,0.0192495834721759,0.317694435188271,0.265966677774075,0.320291569476841,0.0102615794735088,0.0198297234255248,0.00109663445518161,0.034867710763079,0.000150949683438854,3.99866711096301e-06,9.33022325891369e-06,0.000480173275574808,0.000817060979673442,0.007811062979007,0.000286904365211596,0.00026157947350883,2.09930023325558e-05,0.000388870376541153,0.000511162945684772
fCarCar2,0.00364543028685791,0.456571380920614,0.1133245496998,0.37246664442962,0.012187458305537,0.032522014676451,0.00285890593729153,0.00388325550366911,0.00198965977318212,1.40093395597065e-05,2.40160106737825e-05,8.1054036024016e-05,0.000250166777851901,9.0393595730487e-05,2.80186791194129e-05,0,6.6711140760507e-07,4.50300200133422e-05,1.73448965977318e-05
fCheLab1,0.003604,0.301330333333333,0.296518666666667,0.346157333333333,0.0436763333333333,0.005353,0.001213,0.00187,9.7e-05,6.66666666666667e-07,3.23333333333333e-05,4.93333333333333e-05,7.33333333333333e-06,1.56666666666667e-05,2.1e-05,1.93333333333333e-05,4e-06,5e-06,2.56666666666667e-05
fConCon1,0.00726624458513829,0.180434855048317,0.312540153282239,0.419020659780073,0.0236217927357547,0.0520876374541819,0.00206297900699767,0.00157614128623792,0.00015994668443852,3.46551149616794e-05,2.53248917027657e-05,1.99933355548151e-05,6.03132289236921e-05,4.76507830723092e-05,3.33222259246918e-05,0.000197600799733422,1.99933355548151e-05,0.000699766744418527,9.09696767744085e-05
fCycLum2,0.0101766666666667,0.387683666666667,0.282478,0.285009333333333,0.008396,0.0135866666666667,0.00529966666666667,0.00243366666666667,0.002594,3.93333333333333e-05,0.000140333333333333,0.001881,6.83333333333333e-05,5.16666666666667e-05,4.5e-05,6.66666666666667e-06,3.03333333333333e-05,4.06666666666667e-05,3.9e-05
fDanRer4,0.00284228076025342,0.539064021340447,0.0737635878626209,0.271894964988329,0.023594198066022,0.00194731577192397,0.084485495165055,0.000447482494164722,5.76858952984328e-05,1.66722240746916e-06,0.00163421140380127,8.73624541513838e-05,1.06702234078026e-05,7.00233411137046e-05,1.63387795931977e-05,3.30110036678893e-05,1.00033344448149e-06,4.36812270756919e-05,5.00166722240747e-06
fEchVip8,0.0100927594260928,0.380139139139139,0.240496496496496,0.316687687687688,0.0129422756089423,0.00588588588588589,0.0325098431765098,0.000700033366700033,0.000144477811144478,3.73707040373707e-05,1.76843510176844e-05,3.63697030363697e-05,4.43777110443777e-05,0.000149816483149816,5.77243910577244e-05,2.73606940273607e-05,0,7.34067400734067e-06,2.33566900233567e-05
