,0,1,2,3,4,5,6,7,8,9,10,11,12
drFilUlma1,0.0236706706706707,0.591881214547881,0.012290957624291,0.331615949282616,0.038637971304638,0.00137871204537871,9.30930930930931e-05,0.000115782449115782,0.000170503837170504,4.37103770437104e-05,1.7017017017017e-05,6.20620620620621e-05,2.23556890223557e-05
drGeuUrba1,0.00455973377703827,0.320606322795341,0.00367420965058236,0.619887853577371,0.0455211314475874,0.0055351081530782,8.58569051580699e-05,6.95507487520799e-05,1.73044925124792e-05,1.96339434276206e-05,9.98336106489185e-07,8.98502495840266e-06,1.33111480865225e-05
drHedHeli1,0.00578152101400934,0.494776851234156,0.00711607738492328,0.406125083388926,0.0843619079386257,0.00139759839893262,0.000207805203468979,6.57104736490994e-05,4.96997998665777e-05,1.63442294863242e-05,4.10273515677118e-05,4.33622414943295e-05,1.70113408939293e-05
drIleAqui2,0.00521752165223185,0.423765489673551,0.00828680879413724,0.469804796802132,0.0901615589606929,0.00234943371085943,0.000252831445702865,6.32911392405063e-05,7.99467021985343e-06,4.63024650233178e-05,4.99666888740839e-06,1.33244503664224e-05,2.56495669553631e-05
drMalDome5,0.00555789122455789,0.365298965632299,0.00587387387387387,0.611456456456456,0.00572238905572239,0.00572405739072406,0.00022022022022022,4.6046046046046e-05,3.67033700367034e-05,1.56823490156823e-05,1.36803470136803e-05,1.73506840173507e-05,1.66833500166834e-05
drMalDome10,0.00516805601867289,0.361942647549183,0.00583094364788263,0.614530843614538,0.00532210736912304,0.00680493497832611,0.000226075358452818,2.93431143714572e-05,5.36845615205068e-05,3.86795598532844e-05,2.60086695565188e-05,1.83394464821607e-05,8.33611203734578e-06
drMalDome11,0.0049893368877041,0.369603465511496,0.00546084638453849,0.609066644451849,0.00483405531489503,0.00555448183938687,0.000274908363878707,6.53115628123959e-05,3.73208930356548e-05,1.29956681106298e-05,3.69876707764079e-05,4.23192269243585e-05,2.13262245918027e-05
drMalRobu1,0.00455718572857619,0.415110703567856,0.00714238079359787,0.56317639213071,0.00516538846282094,0.00430676892297432,0.000315771923974658,4.53484494831611e-05,2.26742247415805e-05,3.63454484828276e-05,2.1673891297099e-05,9.43647882627543e-05,5.00166722240747e-06
drMalSylv7,0.00478207264245252,0.364779406864379,0.00527090969676774,0.61354415194935,0.0053622125958014,0.00591936021326225,0.000231589470176608,2.96567810729757e-05,6.66444518493835e-07,1.86604465178274e-05,6.99766744418527e-06,4.13195601466178e-05,1.29956681106298e-05
drMedLupu1,0.188688207861426,0.369999000666223,0.0773530979347102,0.33246835443038,0.0154686875416389,0.00391872085276482,5.26315789473684e-05,0.000258827448367755,1.76548967355097e-05,0.0114157228514324,5.66289140572951e-05,0.000224183877415057,7.82811459027315e-05
drParJuda1,0.0223095634788404,0.586040986337887,0.0473825391536155,0.324840386537821,0.0178660446517827,0.00111829390203266,0.000165611462845718,0.000142619126957681,4.0653115628124e-05,5.6647784071976e-05,2.99900033322226e-06,1.66611129623459e-06,3.19893368877041e-05
drPotAnse1,0.006309,0.554102,0.00287833333333333,0.411258,0.020691,0.00442433333333333,0.000187333333333333,4.5e-05,9.33333333333333e-06,1.03333333333333e-05,3.33333333333333e-07,5.16666666666667e-05,3.33333333333333e-05
drPotSter1,0.00991841491841492,0.400382284382284,0.0035038295038295,0.477844488844489,0.104404595404595,0.00356876456876457,0.000133533133533134,0.000139194139194139,5.49450549450549e-05,8.65800865800866e-06,1.76490176490177e-05,1.06560106560107e-05,1.2987012987013e-05
drPruPadu1,0.00857223890557224,0.507673673673674,0.12410977644311,0.342728728728729,0.0130810810810811,0.00306506506506506,0.000320653987320654,0.000179179179179179,0.000149482816149483,3.13646980313647e-05,3.63697030363697e-05,1.23456790123457e-05,4.004004004004e-05
drPyrComm1,0.00457919306435479,0.481157052350784,0.0544701567189063,0.453325775258419,0.0034488162720907,0.00259419806602201,0.000157385795265088,1.50050016672224e-05,1.86728909636546e-05,0.000127709236412137,1.63387795931977e-05,7.26908969656552e-05,1.70056685561854e-05
drTriFrag1,0.00285933333333333,0.479705666666667,0.030975,0.458190666666667,0.025861,0.00195133333333333,0.000169666666666667,4.23333333333333e-05,1.1e-05,7.9e-05,3.4e-05,1e-06,0.00012
drTriSubt1,0.0328619079386257,0.462063709139426,0.0676427618412275,0.0925570380253502,0.0158859239492995,0.00530120080053369,0.000197131420947298,8.17211474316211e-05,0.000826884589726484,0.322489993328886,1.26751167444963e-05,6.93795863909273e-05,9.67311541027351e-06
drUmbRupe1,0.188781,0.655781333333333,0.116405666666667,0.0273203333333333,0.00488533333333333,0.001814,0.000281333333333333,0.00101666666666667,0.00296633333333333,0.000166333333333333,6.33333333333333e-06,0.000365333333333333,0.00021
drUrtUren1,0.0151067378252168,0.626664109406271,0.00362374916611074,0.33965610406938,0.0100336891260841,0.0029873248832555,0.00178418945963976,8.33889259506338e-05,2.63509006004003e-05,2.40160106737825e-05,1.66777851901268e-06,3.66911274182789e-06,5.00333555703803e-06
eaLuiSars1,0.0322211474316211,0.753347898599066,0.141556037358239,0.0243215476984656,0.035133422281521,0.0128148765843896,0.000156771180787191,0.000399266177451634,1.70113408939293e-05,6.6711140760507e-07,1.90126751167445e-05,3.00200133422282e-06,9.33955970647098e-06
eaMarGlac1,0.0324948350549817,0.70254448517161,0.197670776407864,0.0338727090969677,0.0304145284905032,0.00241652782405865,0.00021292902365878,0.000252915694768411,2.93235588137288e-05,1.56614461846051e-05,7.16427857380873e-05,1.33288903698767e-06,2.33255581472842e-06
ecAntBifi1,0.0362759080306564,0.721004665111629,0.0501282905698101,0.141493835388204,0.0428593802065978,0.00736021326224592,0.000556481172942353,0.000236254581806065,2.66577807397534e-06,3.33222259246918e-06,1.99933355548151e-05,4.49850049983339e-05,1.39953348883705e-05
fAbrBra2,0.00485857238158773,0.58560873915944,0.346082054703135,0.0296897931954636,0.0320903935957305,0.00112908605737158,0.000342895263509006,0.000100066711140761,2.26817878585724e-05,2.00133422281521e-06,4.00266844563042e-06,6.40426951300867e-05,5.6704469646431e-06
fAciRut3,0.00376807730756415,0.46246017994002,0.409722425858047,0.0446964345218261,0.0766681106297901,0.00231422859046984,0.000129956681106298,3.93202265911363e-05,4.53182272575808e-05,4.33188937020993e-06,0.00012329223592136,1.69943352215928e-05,1.13295568143952e-05
fBarBab1,0.0223317772590864,0.54681927309103,0.338108369456485,0.0116965655218406,0.0800373457819273,0.000632210736912304,0.000116372124041347,0.000188062687562521,5.00166722240747e-06,3.33444481493831e-07,8.33611203734578e-06,5.16838946315439e-05,4.66822274091364e-06
fBarBar1,0.0281348651348651,0.714829503829504,0.236539460539461,0.0033969363969364,0.0138121878121878,0.00142557442557443,5.2947052947053e-05,0.00080952380952381,9.55710955710956e-05,0.000136863136863137,5.66100566100566e-06,0.000733599733599734,2.73060273060273e-05
fBleOce1,0.0115524825058314,0.587723425524825,0.321133955348217,0.0118537154281906,0.0548527157614129,0.000779740086637787,0.000153615461512829,0.0117034321892702,2.33255581472842e-05,0.000192602465844718,1.83272242585805e-05,1.99933355548151e-06,1.06631122959014e-05
fCarCar2,0.00686991327551701,0.578299866577718,0.368730153435624,0.00758539026017345,0.0325193462308205,0.00402001334222815,0.0018152101400934,4.36957971981321e-05,6.6711140760507e-06,2.00133422281521e-06,8.00533689126084e-05,2.33488992661775e-06,2.53502334889927e-05
fCheLab1,0.00525666666666667,0.607279333333333,0.343782666666667,0.0358453333333333,0.00654866666666667,0.000956666666666667,0.000101666666666667,4.8e-05,3.6e-05,5.33333333333333e-06,2.06666666666667e-05,6.56666666666667e-05,5.33333333333333e-05
fConCon1,0.00453582139286904,0.514766411196268,0.416893368877041,0.012487170943019,0.0477967344218594,0.00231922692435855,0.000219260246584472,4.93168943685438e-05,1.1996001332889e-05,1.83272242585805e-05,2.63245584805065e-05,0.000142952349216928,0.000733088970343219
fCycLum2,0.004679,0.685190333333333,0.280411333333333,0.00927633333333333,0.0123276666666667,0.005343,0.002437,0.000134666666666667,3.16666666666667e-05,1.66666666666667e-05,9.46666666666667e-05,3.33333333333333e-06,5.43333333333333e-05
fDanRer4,0.00605035011670557,0.615978659553184,0.26216072024008,0.0225371790596866,0.00518606202067356,0.0877332444148049,8.9029676558853e-05,0.000101033677892631,6.00200066688896e-06,8.00266755585195e-06,2.00066688896299e-05,0.000113037679226409,1.66722240746916e-05
fEchVip8,0.023997997997998,0.620249249249249,0.297013346680013,0.0109179179179179,0.0214994994994995,0.0254744744744745,0.00010643977310644,0.000197530864197531,0.000194861528194862,0.00019285952619286,6.30630630630631e-05,2.23556890223557e-05,7.04037370704037e-05
fEutGur1,0.0158278278278278,0.616765765765766,0.33204971638305,0.00822055388722055,0.00554454454454454,0.02063997330664,0.000321321321321321,0.00049315982649316,2.06873540206874e-05,2.9029029029029e-05,7.34067400734067e-06,1.2012012012012e-05,6.80680680680681e-05
fGobGob1,0.00376401869158878,0.640292389853138,0.308165220293725,0.00412449933244326,0.0418234312416555,0.00141488651535381,9.84646194926569e-05,0.000185580774365821,2.20293724966622e-05,6.67556742323098e-06,2.16955941255007e-05,7.97730307076101e-05,1.33511348464619e-06
fGobNig1,0.00867989329776592,0.706286428809603,0.26120306768923,0.0113251083694565,0.00848249416472157,0.00366555518506169,9.00300100033344e-05,3.20106702234078e-05,3.90130043347783e-05,0.000105701900633545,7.33577859286429e-06,5.00166722240747e-05,3.33444481493831e-05
fHypImm3,0.00427851901267512,0.629336224149433,0.345013342228152,0.00851801200800534,0.00872848565710474,0.00243695797198132,0.0015400266844563,6.60440293529019e-05,5.6704469646431e-06,7.33822548365577e-06,2.368245496998e-05,8.33889259506338e-06,3.73582388258839e-05
fLabBer1,0.00489529843281094,0.540673891297099,0.41792864288096,0.022242414138046,0.011947982660887,0.00198232744248083,0.000152050683561187,2.5675225075025e-05,4.53484494831611e-05,1.66722240746916e-06,1.23374458152718e-05,4.86828942980994e-05,4.36812270756919e-05
fLabMix1,0.00448932621747832,0.512742494996664,0.42524649766511,0.0307388258839226,0.02454736490994,0.00156370913942628,0.000495663775850567,6.23749166110741e-05,3.33555703802535e-06,2.66844563042028e-06,8.40560373582388e-05,1.56771180787191e-05,8.00533689126084e-06
fLipPho2,0.00862937062937063,0.606535464535465,0.348765900765901,0.0144372294372294,0.0172400932400932,0.00365934065934066,0.000238761238761239,8.85780885780886e-05,0.000124542124542125,0.000194472194472194,0,6.32700632700633e-06,7.99200799200799e-05
fMicPou1,0.00395866666666667,0.530871666666667,0.430504333333333,0.015465,0.0136833333333333,0.00513933333333333,0.000116333333333333,0.000102,2.66666666666667e-05,3.73333333333333e-05,1.3e-05,3.5e-05,4.73333333333333e-05
fMicVar1,0.0152359213595468,0.589679106964345,0.354301566144618,0.00963612129290237,0.0174121959346884,0.0128257247584139,0.000101966011329557,0.000542485838053982,0.000100299900033322,7.16427857380873e-05,1.33288903698767e-06,7.09763412195935e-05,2.06597800733089e-05
fPhoGun1,0.00348868175765646,0.611973368841545,0.364315579227696,0.00763715046604527,0.0101517976031957,0.00201564580559254,0.000135486018641811,8.08921438082557e-05,9.32090545938748e-05,3.3288948069241e-05,5.49267643142477e-05,1.36484687083888e-05,6.32490013315579e-06
fPhoPho1,0.00898700433188937,0.729648450516495,0.238651116294568,0.00354581806064645,0.01538053982006,0.00346817727424192,0.000117960679773409,0.00016427857380873,6.66444518493835e-07,2.56581139620127e-05,2.66577807397534e-06,2.99900033322226e-06,4.66511162945685e-06
fPlaFle2,0.0304831498164831,0.667498832165499,0.270268268268268,0.00333433433433433,0.0252679346012679,0.00201835168501835,0.000142809476142809,0.000213213213213213,0.000630296963630297,4.37103770437104e-05,5.83917250583917e-05,9.00900900900901e-06,3.16983650316984e-05
fPlePla1,0.0301075591075591,0.685686646686647,0.250687645687646,0.00565834165834166,0.0246160506160506,0.00241458541458541,0.000131868131868132,0.000154845154845155,0.000340992340992341,0.000117216117216117,5.32800532800533e-05,2.2977022977023e-05,7.99200799200799e-06
fPolPol2,0.0111113704568189,0.680973657885962,0.291839946648883,0.00381660553517839,0.00958186062020674,0.00207169056352117,0.000307769256418806,0.000182394131377126,1.9673224408136e-05,1.66722240746916e-05,6.86895631877292e-05,1.66722240746916e-06,8.00266755585195e-06
fPunPun2,0.0539570286475683,0.609530646235843,0.227700866089274,0.00398067954696869,0.0129766822118588,0.0889923384410393,0.0001072618254497,0.000313790806129247,5.42971352431712e-05,0.002236508994004,9.66022651565623e-06,0.000133244503664224,6.99533644237175e-06
fRutRut2,0.00876525508502834,0.675283094364788,0.29235711903968,0.00715838612870957,0.0148802934311437,0.00111037012337446,0.000215071690563521,0.000115705235078359,6.00200066688896e-06,5.5351783927976e-05,3.00100033344448e-05,1.30043347782594e-05,1.03367789263088e-05
fScoMax1,0.0128221554888222,0.67549049049049,0.295768768768769,0.0032022022022022,0.00932032032032032,0.00251718385051718,0.000190857524190858,0.000248581915248582,2.66933600266934e-05,0.000157157157157157,6.40640640640641e-05,6.30630630630631e-05,0.000128461795128462
fScoSco1,0.035464,0.597762333333333,0.285427,0.053711,0.0238863333333333,0.002608,0.000557333333333333,0.000262666666666667,4.96666666666667e-05,0.000222666666666667,2.4e-05,2.16666666666667e-05,3.33333333333333e-06
fSprSpr1,0.0103493493493493,0.646553887220554,0.286442108775442,0.00332399065732399,0.0459592926259593,0.00550016683350017,0.00146312979646313,0.000318318318318318,3.33667000333667e-07,1.96863530196864e-05,1.001001001001e-06,4.004004004004e-06,6.47313980647314e-05
fSquCep2,0.00420579420579421,0.618365967365967,0.317186813186813,0.0144445554445554,0.0443356643356643,0.0011038961038961,0.000265734265734266,4.66200466200466e-05,1.26540126540127e-05,3.33000333000333e-07,1.73160173160173e-05,9.99000999000999e-06,4.66200466200466e-06
fSymMel2,0.00415194935021659,0.603907697434189,0.366117294235255,0.0138593802065978,0.00985538153948684,0.00169110296567811,0.000188603798733755,7.93068977007664e-05,3.33222259246918e-05,4.53182272575808e-05,4.66511162945685e-06,2.53248917027657e-05,4.0653115628124e-05
fSynAcu2,0.121891333333333,0.608839666666667,0.234571666666667,0.0127556666666667,0.00646666666666667,0.00835566666666667,0.00348,0.000234666666666667,0.000333333333333333,0.00301866666666667,1.06666666666667e-05,1.2e-05,3e-05
fTauBub2,0.0100336891260841,0.695570380253502,0.250189126084056,0.0307428285523682,0.0053949299533022,0.00759439626417612,0.000254836557705137,0.000103068712474983,1.36757838559039e-05,7.53835890593729e-05,1.33422281521014e-06,1.83455637091394e-05,8.00533689126084e-06
fTelBon1,0.0104836666666667,0.562036333333333,0.381191,0.00953366666666667,0.032804,0.002388,0.000159,0.00133766666666667,8.33333333333333e-06,1.66666666666667e-06,3.1e-05,8e-06,1.76666666666667e-05
fThuMac1,0.0103557628247835,0.477511325782811,0.442637574950033,0.0590423051299134,0.00390972684876749,0.0059636908727515,0.000378081279147235,9.96002664890073e-05,3.86409060626249e-05,2.86475682878081e-05,2.23184543637575e-05,1.1325782811459e-05,9.99333777481679e-07
fTraTra1,0.00674391463821274,0.606474491497166,0.332520506835612,0.0419389796598866,0.00561820606868956,0.00620940313437813,0.000291097032344115,7.93597865955318e-05,3.00100033344448e-05,5.66855618539513e-06,2.3674558186062e-05,5.00166722240747e-06,5.96865621873958e-05
fZeuFab8,0.022562,0.641591666666667,0.296014333333333,0.00441966666666667,0.00770733333333333,0.00289366666666667,0.000678666666666667,0.0231293333333333,3.13333333333333e-05,0.000924666666666667,1.2e-05,1.4e-05,2.13333333333333e-05
gfAgaBisp1,0.030920306768923,0.767810603534511,0.0288979659886629,0.143689563187729,0.0184151383794598,0.00971823941313771,0.000356785595198399,0.000134378126042014,1.26708902967656e-05,5.00166722240747e-06,6.66888962987663e-06,2.7675891963988e-05,5.00166722240747e-06
gfClaFumo1,0.0834821726091303,0.314900366544485,0.270729756747751,0.316077307564145,0.00512062645784738,0.00822492502499167,0.00137987337554149,4.99833388870377e-05,1.83272242585805e-05,2.99900033322226e-06,6.66444518493835e-07,5.33155614795068e-06,7.66411196267911e-06
gfLaeSulp1,0.0780459693537642,0.733487341772152,0.123419053964024,0.015053964023984,0.00749766822118588,0.0412818121252498,0.000271485676215856,0.000865089940039973,4.13057961359094e-05,4.99666888740839e-06,9.99333777481679e-07,1.69886742171885e-05,1.33244503664224e-05
gfPleOstr1,0.0213245496997999,0.703199466310874,0.00788792528352235,0.236009006004003,0.0255390260173449,0.00575250166777852,0.000180787191460974,1.33422281521014e-05,3.73582388258839e-05,3.10206804536358e-05,6.6711140760507e-07,1.23415610406938e-05,1.20080053368913e-05
gfPorCaly1,0.00529643214404802,0.132982660886962,0.301110703567856,0.548278092697566,0.00288029343114371,0.00916305435145048,9.56985661887296e-05,1.53384461487162e-05,1.33377792597533e-06,1.33377792597533e-05,3.56785595198399e-05,0.000121373791263755,6.00200066688896e-06
gsMetZobe1,0.0482579140286571,0.82673442185938,0.00229956681106298,0.0521886037987338,0.0208780406531156,0.0490416527824059,0.000188937020993002,9.63012329223592e-05,8.99700099966678e-05,5.96467844051983e-05,3.66544485171609e-06,0.000100299900033322,6.09796734421859e-05
iHemFuc1.iHemFuc2,0.00455551850616872,0.974847282427476,0.0017622540846949,0.00325308436145382,0.00943014338112704,0.00567155718572858,0.000317105701900634,8.1027009003001e-05,4.33477825941981e-06,6.36878959653218e-05,1.33377792597533e-06,1.66722240746916e-06,1.10036678892964e-05
icAdaBipu1,0.00474458152717573,0.720603867955985,0.00687962654218073,0.00514338112704235,0.0310873624541514,0.231117039013004,0.00026808936312104,5.60186728909637e-05,2.20073357785929e-05,2.53417805935312e-05,1.46715571857286e-05,3.60120040013338e-05,2.00066688896299e-06
icAdaBipu1.icAdaBipu6,0.00510393071285809,0.720120586275816,0.00510093271152565,0.0047128580946036,0.0319060626249167,0.232465689540306,0.00024383744170553,0.000165889407061959,9.99333777481679e-07,1.89873417721519e-05,0.000149900066622252,9.99333777481679e-06,3.3311125916056e-07
icAdaBipu1.icAdaBipu9,0.00410666666666667,0.725291666666667,0.00525966666666667,0.004844,0.0282723333333333,0.231819333333333,0.000166333333333333,8.83333333333333e-05,6.5e-05,4.1e-05,1.66666666666667e-06,3.33333333333333e-07,4.36666666666667e-05
icAdaBipu1.icAdaBipu15,0.00440613537845949,0.721091030343448,0.00477892630876959,0.00427275758586195,0.0289669889963321,0.235969656552184,0.000262754251417139,9.10303434478159e-05,4.76825608536179e-05,2.9676558852951e-05,1.9673224408136e-05,1.03367789263088e-05,5.3351117039013e-05
icAdaBipu1.icAdaBipu20,0.00490233333333333,0.715825,0.00670933333333333,0.005583,0.0330016666666667,0.233485,0.000212,0.000139333333333333,7.13333333333333e-05,2.83333333333333e-05,1.93333333333333e-05,1.66666666666667e-05,6.66666666666667e-06
icAdaBipu1.icAdaBipu28,0.00466788929643214,0.723853951317106,0.00486562187395799,0.00482194064688229,0.0283074358119373,0.233026675558519,0.000206402134044682,8.1027009003001e-05,5.7352450816939e-05,2.7675891963988e-05,2.60086695565188e-05,2.13404468156052e-05,3.66788929643214e-05
icAdaBipu1.icAdaBipu29,0.0046918972990997,0.723717239079693,0.00466255418472824,0.00449683227742581,0.0286688896298766,0.233262420806936,0.000261753917972658,0.000148716238746249,3.63454484828276e-05,1.50050016672224e-05,1.36712237412471e-05,1.46715571857286e-05,1.00033344448149e-05
